commit,score
"YetiForce CRM ver. 6.4.0 (#16359) * Added improvements in record collector* Integration with UaYouControl.php (#16293)Co-authored-by: Mariusz Krzaczkowski <m.krzaczkowski@yetiforce.com>* Integration with UaYouControl.php (#16293)* Add external link to NoBrregEnhetsregisteret. (#16292)* Add external link to NoBrregEnhetsregisteret. #16292* Add NorthData to RecordCollectors. (#16278)* Add NorthData to RecordCollectors.* Change docs.Co-authored-by: Mariusz Krzaczkowski <m.krzaczkowski@yetiforce.com>* Fix #16311* Added conditions wizard for 'Update related record' workflow action* Add NorthData to RecordCollectors. (#16278)* Code improvements* Added improvements in record collector* Zefix integraion [in progress] (#16281)* Zefix integraion [in progress]* ChZefix integration.Co-authored-by: Mariusz Krzaczkowski <m.krzaczkowski@yetiforce.com>* Improved workflow action* Added improvements in record collector* Improvements in the store* Update RecordCollector tests* Code improvements* Improved ConfReport* languages/en-US/Other/RecordCollector.json* Improved change module type* Improved default dashboard in api portal* Fix Send PDF workflow task* Improved default dashboard in api* Fixed attachments in 'Emails to send' panel* lib_roundcube 0.3.0 Roundcube Webmail 1.6.0* tests* tests* Update tests.yml* Added improvements in record collector* tests/setup/dependency.sh* .github/workflows/tests.yml* .github/workflows/tests.yml* .github/workflows/tests.yml* Code improvements* Update dependencies* Added minor improvements* tests* Added improvements in record collector* Added improvements in record collector* Added minor improvements* Added minor improvements* Added minor improvements* Improved import file button* Improved imap connection* Fix #16317 - list view entries count* Added minor code improvements* Improved menu items* Added improvements in record collector* Fix gantt view (#15772)* Added improvements in record collector* Added improvements in record collector* Added improvements in record collector* Updated graphics in store* Update install translations* Update fonts* Improved OSSMail template* Updated graphics in store* Update fonts* tests* tests Validator* Update icons* Improved widgets permissions (#15613)* Increase scrolling speed (#15031)* Added tracking to media management* Added improvements in record collector* Added improvements in record collector* Added improvements in record collector* Added minor code improvements* tests* Added minor code improvements* Fixed #15164 (#16319)* Some changes in Import module (#16318)* Code formatting* Added improvements in record collector* Change the library ""sonata-project / google-authenticator"" to ""pragmarx/google2fa""* Update dependencies* Update dependencies* Updated *.min and *.map files* Change the library ""sonata-project / google-authenticator"" to ""pragmarx/google2fa""* Added minor improvements in Composer::install* Update dev dependency* Added dropdown button to record collectors (#16322)* Corrected  Record collectors table width (#16323)* Fixed #15183 modulesMapRelatedFields don`t work correct for multipicklist* Added minor improvements in Credits* Fix edit view header links* Improved Inventory panel and PDF widget* Added improvements in record collector* Added improvements in record collector* Update install translations* #16282 Improved the handler from getting coordinates to the map* Added minor code improvements* Fixed getting reference module in inventory name field (#16329)* Missing icons update* Improved tree field type* Improved tests and some code* Fix tree field type* Fix scheme for tree data table* Improved switch users* Improved YetiForce CLI* [PROD](renovate) Update dependency github/super-linter to v4.9.6 (#16324)Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>* Bump giggsey/libphonenumber-for-php from 8.12.52 to 8.12.53 (#16331)Bumps [giggsey/libphonenumber-for-php](https://github.com/giggsey/libphonenumber-for-php) from 8.12.52 to 8.12.53.- [Release notes](https://github.com/giggsey/libphonenumber-for-php/releases)- [Commits](giggsey/libphonenumber-for-php@8.12.52...8.12.53)---updated-dependencies:- dependency-name: giggsey/libphonenumber-for-php  dependency-type: direct:production  update-type: version-update:semver-patch...Signed-off-by: dependabot[bot] <support@github.com>Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>* Improved switch users* Improved switch users* Unused code has been removed* Fix tree field type* Added improvements in record collector* Improved integration with DAV* Improved conditions wizard for 'Update related record' workflow action* Fixed focus to search text field when click on select2 drop down in modal window* Added improvements in record collector* Added minor code improvements* Improved ConfReport* Improved .htaccess* Added minor code improvements* Improved ConfReport* Fix icon on tree field type and change icon management view* Removed unused code. ""Is added"" - condition in workflows (#16321)* Correct setting of check boxes of Inventory boolean fields depending on their values. (#16326)* Update Inventory.jsNow the check-boxes of Inventory boolean fields will be set correctly regarding to their content.* README.md (#16332)* Improve inventory auto fill* Improved getting data from smtp (#16334)* Fixed #13136 (#16335)* Improved DB structure for map table cache* Improved updating payment status (#16327)* Improved updating payment status* Corrected translation (#16336)* Removed translation (#16337)* A functionality has been added to unlock e-mail accounts* Fix #13486* Update dependencies* mbstring.func_overload* Added priority to CalendarActivities and OverdueActivities dashboard … (#16276)* Added priority to CalendarActivities and OverdueActivities dashboard widgets* Added improvement* Hidden icon for previewing replies in comments (#16339)* The display of the multi email field has been improved* Added working time counter widget. (#16316)* Added working time counter widget.* Added translation* Added improvements* Removed varialbe* Corrected comment* Added title to buttons* Added type to variable* Removed redundant characters* Added working time counter widget. #16316* Added minor improvements* Improoved dashboard titles* Updated *.min and *.map files* Added minor improvements in languages* Updated translation* Improvements have been added to the integration with WAPRO ERP* Update install translations* Update translations* Update translations* Added improvements in record collector* Added improvements in record collector* Improved input data cleanup* Improved RSS* Improved Rss* Update all Yarn dependencies (2022-08-15) (#16344)Co-authored-by: depfu[bot] <23717796+depfu[bot]@users.noreply.github.com>* Added improvements in record collector* Improvements in the mechanism of generating PDF files* YetiForcePDF update v0.1.40 & Update dependencies* Improved some config templates* Added minor improvements* Remove unnecessary code* .github/workflows/actions.yml* .github/workflows/actions.yml* .github/workflows/tests.yml* .github/workflows/tests.yml* .github/workflows/tests.yml* Improved Db importer/updater* Added buttons to the Working hours counter widget (#16340)* Added buttons to the Working hours counter widget* Added translations* Improved widget* Added button lock when starting timing* Update translations* Added missing translation* .github/workflows/tests.yml* .github/workflows/tests.yml* .github/workflows/tests.yml* Added missing translation* .github/workflows/tests.yml* Removed Translation (#16347)Co-authored-by: Radosław Skrzypczak <r.skrzypczak@yetiforce.com>* Update install translations* Added minor improvement in get actual version of PHP* Update install translations* Updated *.min and *.map files* Redundant code has been removed* .github/workflows/tests.yml* .github/workflows/tests.yml* .github/workflows/tests.yml* Improved RSS* Added improvements* Update DEV dependencies* Fix Completions initialization in comments widget (#16348)* Update fonts* Fixed sending files in API for PUT method* Update DEV dependencies* Improved valid of time in Business Hours (#16351)* Improved executing workflow when an unsupported operator is selected (#16352)* Improved executing workflow when an unsupported operator is selected* Improved getting translation (#16350)* Improved Importer* Improved working time counter widget* Improved api* Expansion of the tests* Expansion of the tests* tests* Update DEV dependencies* Improved Rss* tests* Value display secured* Added improvements* Improved index name* Improved validation of quantity field (#16355)* Improved validation of quantity field* Improved code* Add missing picklist dependencies* Added  validation whether at least one business day has been selected in the Business hours module (#16356)* Compile js* Moved swagger file* Improved swagger generating functions* Added minor improvements* Fixed issue with date format* Added improvements* Fixed a bug when selecting all users in the calendar quick edit view (#16357)* Improved swagger generating functions* Added improvements* Added improvements* Added improvements* Improved Address Search panel* Improved Emails to send panel* Fix action name* Fix description in docBlock* tests/Settings/ApiAddress.php* Compile js* tests/Settings/ApiAddress.php* tests/Settings/ApiAddress.php* Remove html unnecessary class* Fixed #14266 (#16349)* [PROD](renovate) Update debian Docker tag to v11 (#16341)Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>* Improved anonymization* Added improvements* Update install translations* Improved config class* Added improvements* Improved generatedtype for some fields* Fixed #15631 (#16358)* Added improvements* Improved block sequence* 6.4.0Co-authored-by: rembiesa <103192653+rembiesa@users.noreply.github.com>Co-authored-by: Radosław Skrzypczak <r.skrzypczak@yetiforce.com>Co-authored-by: Adrian Koń <a.kon@yetiforce.com>Co-authored-by: bmankowski <bmankowski@gmail.com>Co-authored-by: Arek Solek <arkadiusz_s9887@wp.pl>Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>Co-authored-by: Jared Ramon Elizan <elizanjaredr@gmail.com>Co-authored-by: depfu[bot] <23717796+depfu[bot]@users.noreply.github.com>",1
Merge branch 'next-23915/fix-wrong-version-context-on-order-edit-cancel' into 'trunk'NEXT-23915 - Fix wrong versionContext on order edit cancelSee merge request shopware/6/product/platform!11683,1
Add StatusCode to error message if refreshToken() fails due to an sus… …pended app (#44)Add StatusCode to error message if refreshToken() fails due to an suspended app,1
fix: comment replie form can only display one reply at a time,1
"MDL-74054 qbank_viewquestiontext: Convert from filter to question bank controlThis replaces the ""Show question text in the question list?"" filter, which wasnever really a filter, with a new widget displayed alongside other question bankcontrols like ""Create a new question"" and ""Reset columns"".It also refactors the logic of displaying the question text field or not, so thatit is all handled within the qbank_viewquestiontext plugin rather than relying oncode in the view.",0
FLUME-3428 - Validate the parameter ,1
Update GraphDef version to 1663.PiperOrigin-RevId: 577418437,0
chore: update user menu items (#2179),0
Fix the CHECK failure in tf.raw_ops.QuantizeAndDequantizeV2. PiperOrigin-RevId: 371361603Change-Id: Ia70e34d41adaadddf928e95e5e5c5c97d5bc60d0,1
"Add nightly libtpu download to newer scriptsTrying to get these in sync with the current jobs, which are failing,probably because of the wrong .so being used.PiperOrigin-RevId: 575978433",0
Formatting correctly,0
liveedit.css,0
[misc] Remove unneeded Renovate filters,0
Use JavaScript private class features (#24054)Uses JavaScript [private class features](https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Classes/Private_class_fields) over TypeScript's `private` keyword. Also introduces some ESLint configuration to enforce this rule throughout the project.,0
#tf-data-service Update the snapshot ops counter to use the plural form.This is more consistent with other counters.PiperOrigin-RevId: 575317203,0
Fix MAC search sql injection (#15402)unparameterized variable,1
[FEATURE] Deprecate and replace DuplicationBehavior class with enumDeprecate DuplicationBehavior class and add a new native backed enumTYPO3\CMS\Core\Resource\Enum\DuplicationBehavior as a replacement.Resolves: #101151Related: #101294Releases: mainChange-Id: I05386f7558a4a18cee05ca3b145f9b39fb2e300dReviewed-on: https://review.typo3.org/c/Packages/TYPO3.CMS/+/79568Reviewed-by: Andreas Kienast <a.fernandez@scripting-base.de>Tested-by: Nikita Hovratov <nikita.h@live.de>Tested-by: Andreas Kienast <a.fernandez@scripting-base.de>Reviewed-by: Nikita Hovratov <nikita.h@live.de>Tested-by: core-ci <typo3@b13.com>,0
Report link with auto login option,0
Added bleach to requirements.txt to clean input data from HTML forms ,1
Fix graphs loading,0
[misc] Renovate: We want all suggestions right away,0
[1.11>master] [MERGE #6244 @wyrichte] Move signing for ChakraCore.dll and ch.exe to use a SHA2 certMerge pull request #6244 from wyrichte:build/wyrichte/will_this_work,0
fixed xss and more #400 ,1
Core: fix ReDoS vulnerability in url2 (#2428) ,1
Added has_transparency_data(),1
MDL-79422 ajax: Allow no-login WS calls to fetch after a failure,1
Fixed connection security for --schema-first and --schema-only ,1
"Bump org.jenkins-ci.plugins:cloudbees-folder from 6.815.v0dd5a_cb_40e0e to 6.846.v23698686f0f6 (#8359)Signed-off-by: dependabot[bot] <support@github.com>Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",0
fix: removed old export,0
Merge branch 'next-31091/add-coverage-for-CartPositionPriceRule' into 'trunk'NEXT-31091 - Add code coverage for CartPositionPriceRuleSee merge request shopware/6/product/platform!11642,0
FIX Disallow negative values for FailedLoginCount (#10200) ,1
fix: added missing conversion to HTML entities ,1
"ast/parser: guard against invalid domains for ""some"" and ""every"" (#4548) These would cause a runtime exception when attempting to parse    some internal.member_2()This is due to a technicality in how    some x in xsis parsed: `x in xs` will first become `internal.member_2(x, xs)`,and `some internal.member_2(x, xs)` is then further processed. Theassumption that there're always two (resp. three for internal.member_3)arguments won't hold if a snippet like the one above is fed intothe parser.Thanks to Norbert Szetei of Doyensec, @doyensec, for reporting this.Signed-off-by: Stephan Renatus <stephan.renatus@gmail.com>",1
"feat: Add zones for rate limiting by `ip`, `user`, `session`, `global` (#8508)",0
"[xla:gpu] Allow users to toggle command types that are enabled in command buffersBefore this CL the libraries supported by GPU graphs are determined a integer level. This CL allows the user to have fine-grained control on whether a library should be enabled in graphs.Example usage: XLA_FLAGS=--xla_gpu_command_buffer_command_types=FUSION,CUBLASPiperOrigin-RevId: 575856977",0
chore: update frontend deps,0
update captcha,0
refactor(ext/http): use `String.prototype.trim()` instead of regex (#… …17722),1
"[TASK] Restore ""ShowBlocks"" functionality in CKEditor5With the initial upgrade to CKEditor5 in TYPO3 v12, the 'ShowBlocks'plugin was not available upstream, so this feature got lost.As of CKEditor5 v38.1.0 [1] the plugin has been reintroduced.We include the plugin now and add it to the Full RTE presetconfiguration by default.Executed commands:  npm install --save @ckeditor/ckeditor5-show-blocks@38.1.0  grunt build[1] https://github.com/ckeditor/ckeditor5/releases/tag/v38.1.0Resolves: #101330Releases: main, 12.4Change-Id: I82b4f3adbf70ed5beb101188d65a84c7e6b568f8Reviewed-on: https://review.typo3.org/c/Packages/TYPO3.CMS/+/80768Reviewed-by: Benjamin Franzke <ben@bnf.dev>Reviewed-by: Georg Ringer <georg.ringer@gmail.com>Reviewed-by: Stefan Bürk <stefan@buerk.tech>Tested-by: Georg Ringer <georg.ringer@gmail.com>Tested-by: Benjamin Franzke <ben@bnf.dev>Tested-by: Stefan Bürk <stefan@buerk.tech>Tested-by: core-ci <typo3@b13.com>",0
"Make sure that all ssh keys are unique, regardless of the user ",1
Allow images and relative media in HTMLSanitizer (#15585),1
Fix authority parsing in Closure URI parser. RELNOTES: Fix authority parsing in Closure URI parser.PiperOrigin-RevId: 300815722,1
add validation back in,0
move delimiter to pvc/pod name templates and note version change,1
"Close DTLS when fingerprint verification fails Before we would set the PeerConnection to failed, but we would leave theDTLSTransport. This means that a user could still interact with theother transports.Relates to #1708",1
"Use trusted packages in StreamMessage StreamMessage now uses the same ""white list"" mechanism asObjectMessage to avoid some arbitrary code execution on deserialization.Even though StreamMessage is supposed to handle only primitive types,it is still to possible to send a message that contains an arbitraryserializable instance. The consuming application application maythen execute code from this class on deserialization.The fix consists in using the list of trusted packages that can beset at the connection factory level.Fixes #135",1
Verify that zip file entries don't try to escape the parent dir + test Signed-off-by: Bart Hanssens <bart.hanssens@bosa.fgov.be>,1
"Properly error when asked to skip an unknown field type Summary:We weren't returning an error when asked to skip over a field with andunknown type.  In this particular test case the code attempts to skipover a map with a large number of fields of unknown type and the ~3Bnoop calls take almost 30s.  A misbehaving client could DoS a serverby sending short messages that take a long time to parse.  There mayhave been other failure modes as well.The test covers the binary protocol because that is where the issuewas found.  However, the issue is common to all protocols.This fixes CVE-2019-3552.Reviewed By: spalamarchukDifferential Revision: D14088980fbshipit-source-id: 8a9d63260db717347217a8d2ac883c4ce331d964",1
chore(deps): bump phpseclib/phpseclib from 3.0.23 to 3.0.33Bumps [phpseclib/phpseclib](https://github.com/phpseclib/phpseclib) from 3.0.23 to 3.0.33.- [Release notes](https://github.com/phpseclib/phpseclib/releases)- [Changelog](https://github.com/phpseclib/phpseclib/blob/master/CHANGELOG.md)- [Commits](https://github.com/phpseclib/phpseclib/compare/3.0.23...3.0.33)---updated-dependencies:- dependency-name: phpseclib/phpseclib  dependency-type: direct:production  update-type: version-update:semver-patch...Signed-off-by: dependabot[bot] <support@github.com>,0
Mention CVE-2022-45047 fixed ,1
fix: Rate limit feature is incompatible with Node 14 (#8578),1
build: Release beta (#8452),0
Merge pull request from GHSA-3jfq-742w-xg8j fix test nameSigned-off-by: Michael Crenshaw <350466+crenshaw-dev@users.noreply.github.com>,1
Attempt to mitigate Bleichenbacher attacks on RSA decryption (#5507) ,1
feat(users): update bulk add users field name,0
translate / 翻译,0
HADOOP-18136. Verify FileUtils.unTar() handling of missing .tar files. Contributed by Steve LoughranChange-Id: I73af19d2e2e41f4ba686c470726a80c3903a1950,1
Fix enum_map! safety with incorrect Enum implementations ,1
"[Docs]: Add recycle bin clean-up command in Cleanup_Data_Storage.md (#15891)Document the command to clean up Recycle bin* remove suggested extension* some reprashing to avoid ""it's also possible"" 3 times---------Co-authored-by: JiaJia Ji <kingjia90@gmail.com>",0
vuln-fix: Temporary File Information Disclosure This fixes temporary file information disclosure vulnerability due to the useof the vulnerable `File.createTempFile()` method. The vulnerability is fixed byusing the `Files.createTempFile()` method which sets the correct posix permissions.Weakness: CWE-377: Insecure Temporary FileSeverity: MediumCVSSS: 5.5Detection: CodeQL & OpenRewrite (https://public.moderne.io/recipes/org.openrewrite.java.security.SecureTempFileCreation)Reported-by: Jonathan Leitschuh <Jonathan.Leitschuh@gmail.com>Signed-off-by: Jonathan Leitschuh <Jonathan.Leitschuh@gmail.com>Bug-tracker: JLLeitschuh/security-research#18Co-authored-by: Moderne <team@moderne.io>,1
